bug_id,test_path,success,test_length,clus_size_output_fib,num_fib_tests,is_crash,actual_crash,actual_value_match,exception_type_match,test_exception_type_match
Cli_23,Cli_23_n1_bereinigt.txt,True,52,3,1,True,True,False,False,False
Cli_23,Cli_23_n4_bereinigt.txt,True,71,3,1,True,True,False,False,False
Cli_23,Cli_23_n3_bereinigt.txt,False,71,3,1,True,True,False,False,False
Cli_29,Cli_29_n1_bereinigt.txt,False,95,1,1,False,False,False,False,False
Cli_35,Cli_35_n0_bereinigt.txt,True,99,1,1,True,True,False,True,False
Cli_39,Cli_39_n2_bereinigt.txt,False,89,1,1,False,True,False,False,False
Closure_123,Closure_123_n3_bereinigt.txt,False,24,1,1,False,False,False,False,False
Closure_129,Closure_129_n3_bereinigt.txt,False,24,1,1,False,False,False,False,False
Closure_129,Closure_129_n2_bereinigt.txt,False,21,1,1,False,False,False,False,False
Closure_131,Closure_131_n0_bereinigt.txt,False,19,1,1,False,False,True,False,False
Closure_134,Closure_134_n1_bereinigt.txt,False,9,1,1,False,False,False,False,False
Closure_170,Closure_170_n2_bereinigt.txt,False,42,1,1,False,False,False,False,False
Closure_175,Closure_175_n0_bereinigt.txt,False,113,1,1,False,False,False,False,False
Closure_175,Closure_175_n2_bereinigt.txt,False,104,1,1,False,False,False,False,False
Closure_39,Closure_39_n2_bereinigt.txt,False,48,1,1,False,False,False,False,False
Closure_50,Closure_50_n4_bereinigt.txt,False,24,1,1,False,False,False,False,False
Closure_65,Closure_65_n3_bereinigt.txt,False,41,1,1,False,False,True,False,False
Closure_71,Closure_71_n4_bereinigt.txt,False,52,1,1,False,False,False,False,False
Closure_78,Closure_78_n0_bereinigt.txt,False,14,3,2,True,True,False,False,False
Closure_78,Closure_78_n2_bereinigt.txt,False,14,3,1,True,True,False,False,False
Codec_12,Codec_12_n3_bereinigt.txt,True,55,1,1,False,False,True,False,False
Codec_13,Codec_13_n0_bereinigt.txt,False,54,2,1,True,True,False,True,False
Codec_13,Codec_13_n1_bereinigt.txt,False,56,2,1,True,True,False,True,False
Codec_7,Codec_7_n0_bereinigt.txt,True,39,2,1,False,False,True,False,False
Codec_7,Codec_7_n3_bereinigt.txt,True,36,2,1,False,False,True,False,False
Codec_9,Codec_9_n0_bereinigt.txt,False,56,1,1,True,True,False,False,False
Codec_9,Codec_9_n3_bereinigt.txt,False,51,1,1,True,False,False,False,False
Collections_25,Collections_25_n2_bereinigt.txt,True,77,1,1,True,True,False,False,False
Compress_17,Compress_17_n2_bereinigt.txt,False,121,1,1,True,False,False,False,False
Compress_19,Compress_19_n2_bereinigt.txt,False,22,1,1,True,True,False,False,False
Compress_23,Compress_23_n2_bereinigt.txt,False,27,1,1,True,True,False,False,False
Compress_23,Compress_23_n1_bereinigt.txt,False,27,1,1,True,True,False,False,False
Compress_26,Compress_26_n2_bereinigt.txt,False,105,1,1,False,False,False,False,False
Compress_30,Compress_30_n3_bereinigt.txt,True,200,1,1,False,False,True,False,False
Compress_44,Compress_44_n0_bereinigt.txt,False,24,5,1,True,True,False,True,False
Compress_44,Compress_44_n1_bereinigt.txt,False,24,5,3,True,True,False,True,False
Compress_44,Compress_44_n4_bereinigt.txt,False,24,5,1,True,True,False,True,False
Compress_9,Compress_9_n4_bereinigt.txt,False,175,1,1,False,True,False,False,False
Csv_2,Csv_2_n1_bereinigt.txt,False,59,3,1,True,True,False,False,False
Csv_2,Csv_2_n0_bereinigt.txt,False,59,3,1,True,True,False,False,False
Csv_2,Csv_2_n4_bereinigt.txt,False,59,3,1,True,True,False,False,False
Csv_5,Csv_5_n0_bereinigt.txt,True,48,1,1,False,False,True,False,False
Csv_6,Csv_6_n4_bereinigt.txt,True,64,1,1,True,True,False,False,False
Gson_1,Gson_1_n4_bereinigt.txt,False,144,1,1,False,False,False,False,False
Gson_18,Gson_18_n1_bereinigt.txt,False,65,1,1,True,True,False,False,False
JacksonCore_12,JacksonCore_12_n0_bereinigt.txt,True,112,3,3,False,False,False,False,False
JacksonCore_16,JacksonCore_16_n2_bereinigt.txt,False,199,1,1,False,False,False,False,False
JacksonCore_5,JacksonCore_5_n3_bereinigt.txt,True,14,1,1,True,True,False,False,False
JacksonCore_9,JacksonCore_9_n0_bereinigt.txt,False,61,1,1,False,False,False,False,False
JacksonCore_9,JacksonCore_9_n3_bereinigt.txt,True,66,1,1,False,False,True,False,False
JacksonDatabind_10,JacksonDatabind_10_n0_bereinigt.txt,False,71,1,1,False,False,False,False,False
JacksonDatabind_110,JacksonDatabind_110_n2_bereinigt.txt,False,107,4,3,True,True,False,True,False
JacksonDatabind_110,JacksonDatabind_110_n4_bereinigt.txt,False,109,4,1,True,True,False,True,False
JacksonDatabind_16,JacksonDatabind_16_n1_bereinigt.txt,True,51,1,1,False,False,False,False,False
JacksonDatabind_19,JacksonDatabind_19_n2_bereinigt.txt,False,46,1,1,False,False,False,False,False
JacksonDatabind_85,JacksonDatabind_85_n2_bereinigt.txt,False,82,1,1,False,False,False,False,False
JacksonDatabind_85,JacksonDatabind_85_n1_bereinigt.txt,False,46,4,1,False,False,False,False,False
JacksonDatabind_85,JacksonDatabind_85_n3_bereinigt.txt,False,54,4,1,False,False,False,False,False
JacksonDatabind_85,JacksonDatabind_85_n0_bereinigt.txt,False,54,4,1,False,False,False,False,False
JacksonDatabind_85,JacksonDatabind_85_n4_bereinigt.txt,False,54,4,1,False,False,False,False,False
JacksonDatabind_88,JacksonDatabind_88_n4_bereinigt.txt,False,9,1,1,False,True,False,False,False
JacksonDatabind_89,JacksonDatabind_89_n0_bereinigt.txt,False,33,1,1,False,True,False,False,False
JacksonDatabind_89,JacksonDatabind_89_n1_bereinigt.txt,False,33,2,1,False,True,False,False,False
JacksonDatabind_89,JacksonDatabind_89_n3_bereinigt.txt,False,33,2,1,False,True,False,False,False
JacksonDatabind_95,JacksonDatabind_95_n1_bereinigt.txt,True,36,1,1,True,True,False,False,False
JacksonDatabind_94,JacksonDatabind_94_n4_bereinigt.txt,False,39,1,1,False,True,False,False,False
Jsoup_22,Jsoup_22_n4_bereinigt.txt,False,56,1,1,True,True,False,False,False
JacksonXml_3,JacksonXml_3_n1_bereinigt.txt,False,128,1,1,False,False,True,False,False
Jsoup_10,Jsoup_10_n0_bereinigt.txt,False,61,2,1,False,True,False,False,False
Jsoup_10,Jsoup_10_n1_bereinigt.txt,True,55,1,1,False,False,False,False,False
Jsoup_10,Jsoup_10_n3_bereinigt.txt,False,58,2,1,False,True,False,False,False
Jsoup_19,Jsoup_19_n1_bereinigt.txt,False,35,1,1,False,False,False,False,False
Jsoup_2,Jsoup_2_n4_bereinigt.txt,False,84,1,1,False,True,False,False,False
Jsoup_21,Jsoup_21_n2_bereinigt.txt,True,43,1,1,True,True,False,True,False
Jsoup_23,Jsoup_23_n1_bereinigt.txt,True,47,3,2,False,False,False,False,False
Jsoup_23,Jsoup_23_n4_bereinigt.txt,True,46,3,1,False,False,False,False,False
Jsoup_25,Jsoup_25_n3_bereinigt.txt,True,52,1,1,False,False,False,False,False
Jsoup_26,Jsoup_26_n2_bereinigt.txt,True,48,1,1,True,True,False,False,False
Jsoup_28,Jsoup_28_n1_bereinigt.txt,False,34,1,1,False,False,False,False,False
Jsoup_28,Jsoup_28_n3_bereinigt.txt,False,59,1,1,False,False,False,False,False
Jsoup_4,Jsoup_4_n3_bereinigt.txt,True,40,1,1,False,False,True,False,False
Jsoup_40,Jsoup_40_n4_bereinigt.txt,True,14,2,1,True,True,False,True,False
Jsoup_40,Jsoup_40_n2_bereinigt.txt,True,22,2,1,True,True,False,True,False
Jsoup_43,Jsoup_43_n4_bereinigt.txt,False,110,1,1,False,True,False,False,False
Jsoup_44,Jsoup_44_n1_bereinigt.txt,True,93,1,1,False,False,False,False,False
Jsoup_44,Jsoup_44_n0_bereinigt.txt,True,127,1,1,False,False,False,False,False
Jsoup_5,Jsoup_5_n0_bereinigt.txt,True,41,1,1,True,False,False,False,True
Jsoup_5,Jsoup_5_n3_bereinigt.txt,True,35,1,1,True,False,False,False,True
Jsoup_5,Jsoup_5_n4_bereinigt.txt,True,41,1,1,True,False,False,False,True
Jsoup_56,Jsoup_56_n2_bereinigt.txt,True,55,1,1,False,False,False,False,False
Jsoup_60,Jsoup_60_n4_bereinigt.txt,False,43,1,1,False,False,True,False,False
Jsoup_62,Jsoup_62_n0_bereinigt.txt,False,53,1,1,False,False,True,False,False
Jsoup_62,Jsoup_62_n3_bereinigt.txt,False,53,1,1,False,False,True,False,False
Jsoup_61,Jsoup_61_n3_bereinigt.txt,True,102,1,1,False,False,False,False,False
Jsoup_71,Jsoup_71_n3_bereinigt.txt,False,58,1,1,False,True,False,False,False
Jsoup_72,Jsoup_72_n0_bereinigt.txt,False,22,2,2,True,True,False,False,False
Jsoup_74,Jsoup_74_n0_bereinigt.txt,False,42,2,2,False,False,False,False,False
Jsoup_75,Jsoup_75_n0_bereinigt.txt,True,38,5,3,False,False,False,False,False
Jsoup_75,Jsoup_75_n4_bereinigt.txt,True,48,5,1,False,False,False,False,False
Jsoup_75,Jsoup_75_n3_bereinigt.txt,True,38,5,1,False,False,False,False,False
Jsoup_77,Jsoup_77_n2_bereinigt.txt,True,48,4,4,False,False,True,False,False
Jsoup_83,Jsoup_83_n2_bereinigt.txt,True,62,1,1,False,False,False,False,False
Jsoup_85,Jsoup_85_n2_bereinigt.txt,False,19,1,1,False,True,False,False,False
Jsoup_89,Jsoup_89_n4_bereinigt.txt,True,27,1,1,False,True,False,False,False
Jsoup_91,Jsoup_91_n4_bereinigt.txt,False,29,1,1,True,False,False,False,False
JxPath_14,JxPath_14_n2_bereinigt.txt,True,142,3,3,False,False,False,False,False
JxPath_4,JxPath_4_n3_bereinigt.txt,False,39,1,1,False,True,False,False,False
JxPath_5,JxPath_5_n4_bereinigt.txt,False,43,1,1,True,True,False,False,False
Lang_12,Lang_12_n2_bereinigt.txt,False,37,2,1,True,True,False,False,False
Lang_12,Lang_12_n3_bereinigt.txt,False,30,2,1,True,True,False,False,False
Lang_13,Lang_13_n3_bereinigt.txt,True,24,1,1,True,True,False,False,False
Lang_15,Lang_15_n1_bereinigt.txt,True,101,5,4,False,False,True,False,False
Lang_15,Lang_15_n2_bereinigt.txt,False,94,5,1,False,False,True,False,False
Lang_17,Lang_17_n0_bereinigt.txt,True,36,1,1,False,False,False,False,False
Lang_19,Lang_19_n0_bereinigt.txt,True,19,3,2,True,True,False,True,False
Lang_19,Lang_19_n3_bereinigt.txt,False,29,3,1,True,True,False,True,False
Lang_20,Lang_20_n4_bereinigt.txt,True,39,3,1,True,True,False,False,False
Lang_20,Lang_20_n3_bereinigt.txt,True,39,3,1,True,True,False,False,False
Lang_20,Lang_20_n1_bereinigt.txt,True,39,3,1,True,True,False,False,False
Lang_22,Lang_22_n3_bereinigt.txt,True,56,1,1,False,False,False,False,False
Lang_23,Lang_23_n4_bereinigt.txt,False,35,1,1,False,False,False,False,False
Lang_27,Lang_27_n2_bereinigt.txt,False,14,1,1,True,True,False,True,False
Lang_28,Lang_28_n1_bereinigt.txt,False,34,1,1,False,False,False,False,False
Lang_28,Lang_28_n3_bereinigt.txt,False,29,1,1,False,False,False,False,False
Lang_31,Lang_31_n1_bereinigt.txt,True,41,4,4,False,False,False,False,False
Lang_33,Lang_33_n0_bereinigt.txt,True,39,3,1,True,True,False,False,False
Lang_33,Lang_33_n3_bereinigt.txt,True,39,3,1,True,True,False,False,False
Lang_33,Lang_33_n4_bereinigt.txt,True,39,3,1,True,True,False,False,False
Lang_36,Lang_36_n0_bereinigt.txt,True,22,4,1,False,False,False,False,False
Lang_36,Lang_36_n2_bereinigt.txt,True,17,4,3,False,False,False,False,False
Lang_37,Lang_37_n4_bereinigt.txt,False,38,2,1,True,True,False,True,False
Lang_37,Lang_37_n3_bereinigt.txt,False,33,2,1,True,True,False,True,False
Lang_38,Lang_38_n4_bereinigt.txt,True,81,2,2,False,False,False,False,False
Lang_38,Lang_38_n0_bereinigt.txt,True,86,1,1,False,False,False,False,False
Lang_39,Lang_39_n2_bereinigt.txt,False,55,3,1,True,True,False,False,False
Lang_39,Lang_39_n4_bereinigt.txt,False,55,3,2,True,True,False,False,False
Lang_5,Lang_5_n1_bereinigt.txt,False,33,1,1,False,True,False,False,False
Math_101,Math_101_n4_bereinigt.txt,False,53,1,1,True,False,False,False,True
Math_102,Math_102_n1_bereinigt.txt,True,77,3,1,False,False,False,False,False
Math_102,Math_102_n0_bereinigt.txt,True,82,3,1,False,False,False,False,False
Math_102,Math_102_n3_bereinigt.txt,True,89,3,1,False,False,False,False,False
Math_106,Math_106_n1_bereinigt.txt,True,46,4,4,False,False,False,False,False
Math_106,Math_106_n4_bereinigt.txt,True,46,1,1,False,False,False,False,False
Math_105,Math_105_n1_bereinigt.txt,True,148,5,4,False,False,False,False,False
Math_105,Math_105_n2_bereinigt.txt,True,148,5,1,False,False,False,False,False
Math_16,Math_16_n2_bereinigt.txt,True,70,1,1,True,False,False,False,False
Math_26,Math_26_n1_bereinigt.txt,False,77,3,1,True,False,False,False,False
Math_26,Math_26_n2_bereinigt.txt,False,42,3,1,True,False,False,False,False
Math_26,Math_26_n4_bereinigt.txt,False,77,3,1,True,False,False,False,False
Math_27,Math_27_n0_bereinigt.txt,True,60,1,1,True,False,False,False,False
Math_30,Math_30_n3_bereinigt.txt,True,105,1,1,True,False,False,False,False
Math_37,Math_37_n2_bereinigt.txt,True,53,2,1,False,False,True,False,False
Math_37,Math_37_n1_bereinigt.txt,True,52,1,1,False,False,False,False,False
Math_37,Math_37_n4_bereinigt.txt,True,53,2,1,False,False,True,False,False
Math_38,Math_38_n3_bereinigt.txt,False,107,1,1,False,True,False,False,False
