bug_id,first_success_rank,total_success_fibs,num_clusters
Chart_17,1,1,1
Cli_23,1,2,2
Cli_26,100000,0,1
Cli_35,1,3,3
Closure_134,100000,0,4
Closure_143,100000,0,1
Closure_48,100000,0,2
Closure_78,100000,0,1
Closure_85,100000,0,1
Codec_13,1,1,1
Codec_9,100000,0,2
Compress_23,100000,0,1
Csv_2,100000,0,1
JacksonCore_19,1,1,1
JacksonCore_5,1,1,1
JacksonDatabind_2,100000,0,1
Jsoup_12,1,1,1
Jsoup_26,1,1,1
Jsoup_27,100000,0,1
Jsoup_68,100000,0,1
Jsoup_80,1,1,1
JxPath_11,100000,0,2
JxPath_3,100000,0,1
Lang_19,1,1,1
Lang_20,1,1,1
Lang_33,1,2,2
Lang_35,100000,0,2
Lang_37,100000,0,1
Lang_9,100000,0,1
Math_101,100000,0,1
Math_3,1,1,1
Math_58,1,2,2
Math_74,100000,0,1
Math_89,100000,0,3
Math_90,100000,0,1
Time_11,100000,0,1
Time_14,1,1,1
Time_18,1,2,2
Time_2,1,3,3
