bug_id,first_success_rank,total_success_fibs,num_clusters
Cli_23,1,2,3
Cli_29,100000,0,1
Cli_35,1,1,1
Cli_39,100000,0,1
Closure_123,100000,0,1
Closure_129,100000,0,2
Closure_131,100000,0,1
Closure_134,100000,0,1
Closure_170,100000,0,1
Closure_175,100000,0,2
Closure_39,100000,0,1
Closure_50,100000,0,1
Closure_65,100000,0,1
Closure_71,100000,0,1
Closure_78,100000,0,2
Codec_12,1,1,1
Codec_13,100000,0,2
Codec_7,1,2,2
Codec_9,100000,0,2
Collections_25,1,1,1
Compress_17,100000,0,1
Compress_19,100000,0,1
Compress_23,100000,0,2
Compress_26,100000,0,1
Compress_30,1,1,1
Compress_44,100000,0,3
Compress_9,100000,0,1
Csv_2,100000,0,3
Csv_5,1,1,1
Csv_6,1,1,1
Gson_1,100000,0,1
Gson_18,100000,0,1
JacksonCore_12,1,1,1
JacksonCore_16,100000,0,1
JacksonCore_5,1,1,1
JacksonCore_9,1,1,2
JacksonDatabind_10,100000,0,1
JacksonDatabind_110,100000,0,2
JacksonDatabind_16,1,1,1
JacksonDatabind_19,100000,0,1
JacksonDatabind_85,100000,0,5
JacksonDatabind_88,100000,0,1
JacksonDatabind_89,100000,0,3
JacksonDatabind_94,100000,0,1
JacksonDatabind_95,1,1,1
JacksonXml_3,100000,0,1
Jsoup_10,2,1,3
Jsoup_19,100000,0,1
Jsoup_2,100000,0,1
Jsoup_21,1,1,1
Jsoup_22,100000,0,1
Jsoup_23,1,2,2
Jsoup_25,1,1,1
Jsoup_26,1,1,1
Jsoup_28,100000,0,2
Jsoup_4,1,1,1
Jsoup_40,1,2,2
Jsoup_43,100000,0,1
Jsoup_44,1,2,2
Jsoup_5,1,3,3
Jsoup_56,1,1,1
Jsoup_60,100000,0,1
Jsoup_61,1,1,1
Jsoup_62,100000,0,2
Jsoup_71,100000,0,1
Jsoup_72,100000,0,1
Jsoup_74,100000,0,1
Jsoup_75,1,3,3
Jsoup_77,1,1,1
Jsoup_83,1,1,1
Jsoup_85,100000,0,1
Jsoup_89,1,1,1
Jsoup_91,100000,0,1
JxPath_14,1,1,1
JxPath_4,100000,0,1
JxPath_5,100000,0,1
Lang_12,100000,0,2
Lang_13,1,1,1
Lang_15,2,1,2
Lang_17,1,1,1
Lang_19,1,1,2
Lang_20,1,3,3
Lang_22,1,1,1
Lang_23,100000,0,1
Lang_27,100000,0,1
Lang_28,100000,0,2
Lang_31,1,1,1
Lang_33,1,3,3
Lang_36,1,2,2
Lang_37,100000,0,2
Lang_38,1,2,2
Lang_39,100000,0,2
Lang_5,100000,0,1
Math_101,100000,0,1
Math_102,1,3,3
Math_105,1,2,2
Math_106,1,2,2
Math_16,1,1,1
Math_26,100000,0,3
Math_27,1,1,1
Math_30,1,1,1
Math_37,1,3,3
Math_38,100000,0,1
Math_45,100000,0,1
Math_54,1,1,1
Math_56,1,2,2
Math_60,1,1,1
Math_71,100000,0,4
Math_75,100000,0,1
Math_76,100000,0,1
Math_79,1,3,4
Math_80,1,4,4
Math_81,1,1,3
Math_84,100000,0,1
Math_89,100000,0,2
Math_90,100000,0,4
Math_93,1,2,2
Math_94,1,3,3
Mockito_11,100000,0,1
Mockito_18,100000,0,2
Time_10,100000,0,1
Time_18,1,1,1
Time_19,100000,0,2
Time_2,1,1,1
Time_7,1,1,2
